,Construction year,Building condition,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace,Elevator,Accessible for disabled people,Swimming pool,Energy class,Heating type,Double glazing,Price,Address,Covered parking spaces,Flood zone type,Neighbourhood or locality,Outdoor parking spaces,Garden surface,Terrace surface,Garden,Monthly charges
4457,1930.0,Good,2.0,,160  m² square meters,,Installed,,1.0,1.0,,2.0,Yes,,Yes,,,,B,Gas,Yes,"€ 219,500  219500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,,,,Yes,
4458,1950.0,Good,3.0,,100  m² square meters,26  m² square meters,Installed,12  m² square meters,2.0,1.0,,2.0,Yes,,,,,,E,Gas,Yes,"Make an offer starting from  € 220,000  Make an offer starting from  220000 €",Avenuedes Ardennes 7d 4500  - Huy,1.0,,,,380  m²  square meters,35  m²  square meters,,
4459,1945.0,To be done up,3.0,Countryside,135  m² square meters,32  m² square meters,Semi equipped,19  m² square meters,3.0,1.0,,2.0,Yes,,Yes,,,,E,Gas,Yes,"Make an offer starting from  € 219,500  Make an offer starting from  219500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,,,,Yes,
4460,1870.0,To be done up,3.0,,181  m² square meters,28  m² square meters,Semi equipped,,3.0,1.0,,2.0,Yes,,,,,,F,Fuel oil,Yes,"Make an offer starting from  € 229,000  Make an offer starting from  229000 €",Avenuedes Ardennes 7d 4500  - Huy,1.0,,,2.0,1450  m²  square meters,12  m²  square meters,,
4461,1933.0,Good,2.0,Isolated,117  m² square meters,14  m² square meters,Installed,13  m² square meters,3.0,1.0,1.0,2.0,Yes,No,,No,No,No,D,Fuel oil,Yes,"€ 220,000  220000 €",Place Merlot 6 4100  - Seraing,,Non flood zone,Grand Liège,,70  m²  square meters,25  m²  square meters,,
4462,1932.0,Just renovated,3.0,,81  m² square meters,12  m² square meters,,,2.0,1.0,,2.0,Yes,,,,,,G,Gas,Yes,"€ 225,000  225000 €",Rue Arnold Delsupexhe 103 4040  - Herstal,3.0,,urbain,,104  m²  square meters,9  m²  square meters,,
4463,1938.0,Good,3.0,,146  m² square meters,29  m² square meters,Installed,,3.0,1.0,,2.0,Yes,,,,,,D,Gas,Yes,"Make an offer starting from  € 229,000  Make an offer starting from  229000 €",Avenue des Ardennes 1/02 4500  - Huy,,,,,186  m²  square meters,65  m²  square meters,,
4464,1850.0,To renovate,2.0,Urban,140  m² square meters,26  m² square meters,Not installed,4  m² square meters,4.0,1.0,2.0,2.0,Yes,No,,No,No,No,F,Gas,,"€ 235,000  235000 €",Avenue de la chasse 159 1040  - Etterbeek,,Non flood zone,,,50  m²  square meters,10  m²  square meters,,
4465,1918.0,Good,2.0,,120  m² square meters,36  m² square meters,Installed,10  m² square meters,3.0,1.0,,1.0,,,,,,,E,Gas,Yes,"€ 239,000  239000 €",Alsembergsesteenweg 660 1653  - Dworp,,,,,75  m²  square meters,7  m²  square meters,,
4466,1997.0,To be done up,3.0,Isolated,120  m² square meters,,Semi equipped,,3.0,2.0,2.0,2.0,,No,,,,,G,Electric,,"€ 229,000  229000 €",Grand rue 191 4870  - Trooz,1.0,,Grand Liège,2.0,250  m²  square meters,32  m²  square meters,,
4467,1965.0,Good,2.0,,120  m² square meters,27  m² square meters,Semi equipped,,3.0,1.0,,2.0,Yes,,Yes,,,,F,Fuel oil,Yes,"Make an offer starting from  € 229,500  Make an offer starting from  229500 €",Avenuedes Ardennes 7d 4500  - Huy,1.0,,,,,,Yes,
4468,1945.0,Good,3.0,Countryside,155  m² square meters,32  m² square meters,Semi equipped,23  m² square meters,2.0,1.0,,2.0,Yes,,Yes,,,,C,Gas,Yes,"Make an offer starting from  € 235,000  Make an offer starting from  235000 €",Avenuedes Ardennes 7d 4500  - Huy,1.0,,,2.0,,,Yes,
4469,1899.0,As new,3.0,,125  m² square meters,50  m² square meters,Installed,,2.0,1.0,,2.0,Yes,,,,,,D,Fuel oil,Yes,"€ 239,500  239500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,,,,,
4470,1931.0,Good,2.0,,185  m² square meters,25  m² square meters,Semi equipped,8  m² square meters,5.0,1.0,,2.0,,,,,,,E,Gas,Yes,"Make an offer starting from  € 249,500  Make an offer starting from  249500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,,44  m²  square meters,10  m²  square meters,,
4471,1952.0,To renovate,3.0,Urban,100  m² square meters,27  m² square meters,Semi equipped,20  m² square meters,3.0,1.0,,1.0,Yes,,,,,,G,Gas,Yes,"€ 250,000  250000 €",Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,1.0,,,,,32  m²  square meters,Yes,
4472,1945.0,As new,3.0,,158  m² square meters,31  m² square meters,Semi equipped,30  m² square meters,3.0,1.0,,2.0,Yes,,,,,,C,Gas,Yes,"Make an offer starting from  € 258,000  Make an offer starting from  258000 €",Avenuedes Ardennes 7d 4500  - Huy,,,,2.0,,30  m²  square meters,Yes,
4473,1941.0,To renovate,3.0,,201  m² square meters,28  m² square meters,Semi equipped,,3.0,1.0,,2.0,,,,,,,E,Fuel oil,Yes,"€ 269,000  269000 €",Dorpshart 10 2870  - Puurs,1.0,Non flood zone,,1.0,,25  m²  square meters,Yes,
4474,1966.0,Good,3.0,,135  m² square meters,,Installed,10  m² square meters,3.0,,1.0,1.0,Yes,,Yes,,,,E,Fuel oil,Yes,"Make an offer starting from  € 259,500  Make an offer starting from  259500 €",Avenuedes Ardennes 7d 4500  - Huy,1.0,,,2.0,,,Yes,
4475,1985.0,Good,2.0,Urban,155  m² square meters,,Semi equipped,,,1.0,1.0,2.0,Yes,,,No,No,No,D,Gas,Yes,"€ 259,000  259000 €",Grand rue 191 4870  - Trooz,,Non flood zone,Grand Liège,,,,,
4476,1940.0,To be done up,3.0,Urban,200  m² square meters,26  m² square meters,Installed,12  m² square meters,5.0,2.0,2.0,2.0,Yes,No,,No,No,No,F,Gas,,"€ 275,000  275000 €",Grand rue 191 4870  - Trooz,1.0,Non flood zone,Grand Liège,,400  m²  square meters,70  m²  square meters,,
4477,2008.0,As new,2.0,,199  m² square meters,38  m² square meters,Hyper equipped,,4.0,1.0,,2.0,,,,,,,A,Gas,Yes,"€ 287,500  287500 €",Rue Chalmagne 2 6120  - Marbaix (Ht.),1.0,Non flood zone,,2.0,200  m²  square meters,30  m²  square meters,,
4478,1966.0,Good,3.0,,132  m² square meters,44  m² square meters,Installed,,3.0,1.0,,2.0,Yes,,,,,,F,Fuel oil,Yes,"Make an offer starting from  € 279,000  Make an offer starting from  279000 €",Avenue des Ardennes 1/02 4500  - Huy,1.0,,,,253  m²  square meters,15  m²  square meters,,
4479,1974.0,As new,4.0,Isolated,200  m² square meters,26  m² square meters,Installed,11  m² square meters,3.0,1.0,1.0,1.0,Yes,No,,No,No,No,B,Fuel oil,,"€ 279,000  279000 €",Grand rue 191 4870  - Trooz,1.0,,"Trooz, Nessonvaux, Fraipont",2.0,500  m²  square meters,20  m²  square meters,,
4480,1997.0,Good,2.0,,93  m² square meters,,Installed,8  m² square meters,2.0,1.0,,1.0,Yes,Yes,,Yes,,,A,Gas,Yes,"€ 279,000  279000 €","Roterijstraat, 202 8793  - Waregem",,Non flood zone,,,,22  m²  square meters,,
4481,2000.0,Good,3.0,,190  m² square meters,25  m² square meters,,,5.0,3.0,,3.0,,,,,,,D,Pellet,Yes,"€ 289,000  289000 €",Rue Arnold Delsupexhe 103 4040  - Herstal,,,urbain,5.0,,30  m²  square meters,,
4482,1969.0,To be done up,4.0,Isolated,162  m² square meters,30  m² square meters,Installed,13  m² square meters,3.0,1.0,1.0,2.0,Yes,No,,No,No,No,G,Electric,,"€ 290,000  290000 €",Grand rue 191 4870  - Trooz,1.0,,Grand Liège,2.0,700  m²  square meters,,,
4483,2000.0,Good,3.0,,190  m² square meters,25  m² square meters,,,5.0,3.0,,3.0,,,,,,,D,Pellet,Yes,"€ 289,000  289000 €",Rue Arnold Delsupexhe 103 4040  - Herstal,,,urbain,5.0,,30  m²  square meters,,
4484,1900.0,Good,2.0,"Living area (residential, urban or rural)",130  m² square meters,24  m² square meters,Installed,18  m² square meters,2.0,3.0,2.0,3.0,,,,,,,E,Gas,Yes,"€ 290,000  290000 €",122 RUE DE MONT-ST-PONT 1440  - Braine-le-chateau,,Recognized flood zone,,,55  m²  square meters,20  m²  square meters,,
4485,2022.0,As new,2.0,"Living area (residential, urban or rural)",115  m² square meters,30  m² square meters,USA hyper equipped,9  m² square meters,3.0,1.0,1.0,2.0,,No,,No,No,No,B,Electric,Yes,"€ 295,000  295000 €",Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,,R LLN MSG Wavre,1.0,15  m²  square meters,15  m²  square meters,,
4486,1966.0,To renovate,2.0,Isolated,139  m² square meters,23  m² square meters,Semi equipped,6  m² square meters,3.0,1.0,,2.0,,,Yes,,,,F,Gas,,"€ 295,000  295000 €",Astridlaan 1 1700  - Dilbeek,1.0,Non flood zone,,1.0,174  m²  square meters,,,
4487,1973.0,Good,3.0,Isolated,160  m² square meters,17  m² square meters,Installed,12  m² square meters,3.0,1.0,,2.0,,No,,No,No,No,D,Fuel oil,Yes,"€ 295,000  295000 €",Veemarkt 14 3300  - Tienen,1.0,Non flood zone,,,100  m²  square meters,30  m²  square meters,,
4488,1965.0,To be done up,4.0,Countryside,174  m² square meters,40  m² square meters,,17  m² square meters,4.0,1.0,1.0,1.0,Yes,No,,No,,No,F,Fuel oil,Yes,"€ 295,000  295000 €",Rue Simon 46/2 6990  - Hotton,3.0,,,3.0,946  m²  square meters,,,
4489,1950.0,Good,3.0,Countryside,148  m² square meters,26  m² square meters,Semi equipped,10  m² square meters,3.0,1.0,,2.0,,,,,,,E,Fuel oil,Yes,"Make an offer starting from  € 298,000  Make an offer starting from  298000 €",Chaussée de Mons 14 1400  - Nivelles,1.0,,Chateau,3.0,1800  m²  square meters,14  m²  square meters,,
4490,2014.0,Good,3.0,"Living area (residential, urban or rural)",135  m² square meters,39  m² square meters,Semi equipped,14  m² square meters,3.0,1.0,,2.0,Yes,,,,,,B,Gas,Yes,"Make an offer starting from  € 297,500  Make an offer starting from  297500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,2.0,270  m²  square meters,14  m²  square meters,,
4491,1978.0,To renovate,2.0,Isolated,260  m² square meters,22  m² square meters,USA hyper equipped,12  m² square meters,4.0,3.0,,3.0,,No,,No,No,No,D,Gas,Yes,"€ 299,000  299000 €",Fonteinstraat 11 bus 001 1640  - St Genesius Rode,,Recognized flood zone,Grand Rhode,,,30  m²  square meters,,
4492,1899.0,To be done up,2.0,Urban,180  m² square meters,,Semi equipped,,3.0,3.0,5.0,5.0,,No,,Yes,No,No,G,Gas,Yes,"€ 299,000  299000 €",Grand rue 191 4870  - Trooz,,Non flood zone,Liège,,,,,
4493,1970.0,To renovate,4.0,Isolated,168  m² square meters,43  m² square meters,Semi equipped,23  m² square meters,4.0,1.0,1.0,2.0,Yes,No,,No,No,No,E,Fuel oil,,"€ 299,000  299000 €",Grand rue 191 4870  - Trooz,1.0,,,,600  m²  square meters,33  m²  square meters,,
4494,1991.0,Good,2.0,Isolated,210  m² square meters,21  m² square meters,Installed,14  m² square meters,3.0,2.0,2.0,3.0,Yes,No,,No,Yes,No,B,Gas,Yes,"€ 299,000  299000 €",Grand rue 191 4870  - Trooz,1.0,,,,400  m²  square meters,20  m²  square meters,,
4495,1950.0,As new,3.0,,182  m² square meters,,Hyper equipped,,4.0,1.0,,2.0,,No,Yes,,,,B,Gas,Yes,"€ 335,000  335000 €","Vanderkelenstraat, 22 3000  - Leuven",2.0,Non flood zone,,5.0,,,,
4496,2022.0,As new,2.0,"Living area (residential, urban or rural)",125  m² square meters,40  m² square meters,USA semi equipped,9  m² square meters,3.0,1.0,1.0,2.0,Yes,No,,,,,B,Electric,Yes,"€ 345,000  345000 €",Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,,R LLN MSG Wavre,1.0,,8  m²  square meters,,
4497,1989.0,Good,4.0,,190  m² square meters,,,,5.0,1.0,,2.0,,,Yes,,,,C,Gas,Yes,"€ 348,000  348000 €",Kolmen 28 3980  - Tessenderlo,,Non flood zone,,,,,Yes,
4498,2022.0,As new,2.0,"Living area (residential, urban or rural)",100  m² square meters,30  m² square meters,USA hyper equipped,,3.0,1.0,,2.0,Yes,,,No,No,No,B,Electric,Yes,"€ 310,000  310000 €",Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,,R LLN MSG Wavre,1.0,35  m²  square meters,15  m²  square meters,,
4499,1936.0,Good,2.0,"Living area (residential, urban or rural)",157  m² square meters,31  m² square meters,USA installed,28  m² square meters,3.0,1.0,1.0,1.0,Yes,No,,,,,F,Gas,Yes,"€ 349,000  349000 €",Rue Eugène Toussaint 65 1090  - Jette,,,Brabant flamand,,200  m²  square meters,20  m²  square meters,,
4500,1910.0,Good,2.0,Countryside,90  m² square meters,,USA hyper equipped,,1.0,1.0,1.0,1.0,,,,No,No,No,G,Gas,,"€ 325,000  325000 €",av. de la Floride 77 1180  - Uccle,,,Est Bruxelles,,40  m²  square meters,30  m²  square meters,,
4501,2011.0,Good,4.0,,160  m² square meters,45  m² square meters,Installed,,4.0,1.0,,,,,Yes,,,,B,Gas,Yes,"Make an offer starting from  € 349,500  Make an offer starting from  349500 €",Avenuedes Ardennes 7d 4500  - Huy,1.0,,,3.0,,,Yes,
4502,1962.0,Good,2.0,"Living area (residential, urban or rural)",85  m² square meters,21  m² square meters,Installed,6  m² square meters,3.0,1.0,,1.0,,No,,,,,F,Gas,Yes,"€ 349,000  349000 €",Meeuwenlaan 4 1800  - Vilvoorde,,Non flood zone,Brabant flamand,,35  m²  square meters,10  m²  square meters,,
4503,1905.0,As new,4.0,Countryside,160  m² square meters,21  m² square meters,USA hyper equipped,12  m² square meters,4.0,1.0,,,,Yes,,No,No,Yes,E,Fuel oil,Yes,"€ 349,999  349999 €",,1.0,Non flood zone,,3.0,800  m²  square meters,25  m²  square meters,,
4504,1900.0,Good,2.0,Urban,291  m² square meters,24  m² square meters,USA installed,17  m² square meters,3.0,2.0,1.0,3.0,Yes,No,,No,No,No,D,Gas,Yes,"€ 360,000  360000 €",Grand Place 2 1470  - Genappe,,Non flood zone,Braine-l'Alleud-Lillois-Ophain,,10  m²  square meters,9  m²  square meters,,
4505,1987.0,To renovate,4.0,,110  m² square meters,25  m² square meters,Not installed,11  m² square meters,2.0,1.0,,2.0,,,,,,,D,Fuel oil,Yes,"Make an offer starting from  € 315,000  Make an offer starting from  315000 €",Grand' Route 69 A 1435  - Corbais,2.0,Non flood zone,Clos du Verger,2.0,1332  m²  square meters,30  m²  square meters,,
4506,1936.0,As new,3.0,Urban,141  m² square meters,32  m² square meters,USA hyper equipped,15  m² square meters,3.0,1.0,,2.0,,,Yes,No,No,No,B,Gas,Yes,"€ 355,000  355000 €",Hoogstraat 20 9340  - Lede,,Non flood zone,Oost- Vlaanderen,2.0,,,,
4507,,,,,,,,,,,,,,,,,,,Not specified,,,,Wittenonnenstraat 67 8400  - Oostende,,Non flood zone,,,,,,
4508,,,,,,,,,,,,,,,,,,,Not specified,,,,"Abeelplein, 15 3840  - Borgloon",,Recognized flood zone,,,,,,
4509,,,,,,,,,,,,,,,,,,,Not specified,,,,"Rue de la Besace, 14 6852  - Our-Paliseul",,,,,,,,
4510,,,,,,,,,,,,,,,,,,,Not specified,,,,Hendrik Baelskaai 12a 8400  - Oostende,,,,,,,,
4511,,,,,,,,,,,,,,,,,,,Not specified,,,,Kapelanielaan 9c 9140  - Temse,,Non flood zone,,,,,,
4512,,,,,,,,,,,,,,,,,,,Not specified,,,,Esplanade 11 7800  - Ath,,,,,,,,
4513,,,,,,,,,,,,,,,,,,,Not specified,,,,"Dorpsstraat, 21 9190  - Stekene",,Non flood zone,,,,,,
4514,,,,,,,,,,,,,,,,,,,Not specified,,,,Luikersteenweg 159 3500  - Hasselt,,Non flood zone,,,,,,
4515,,,,,,,,,,,,,,,,,,,Not specified,,,,"Guissetplein, 5 9600  - Ronse",,Non flood zone,,,,,,
4516,,,,,,,,,,,,,,,,,,,A+,,,,Rue De Mons 46 1480  - Tubize,,,,,,,,
4517,,,,,,,,,,,,,,,,,,,Not specified,,,,Kapelanielaan 9c 9140  - Temse,,,,,,,,
4518,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue de Landen 35 4280  - Hannut,,,,,,,,
4519,,,,,,,,,,,,,,,,,,,Not specified,,,,Paul de Smet de Naeyerstraat 4 8430  - Middelkerke,,Non flood zone,,,,,,
4520,,,,,,,,,,,,,,,,,,,Not specified,,,,Heierveld 48 1730  - Asse,,Non flood zone,,,,,,
4521,,,,,,,,,,,,,,,,,,,Not specified,,,,Albert I laan 92 8670  - Oostduinkerke,,Non flood zone,,,,,,
4522,,,,,,,,,,,,,,,,,,,Not specified,,,,Chaussée de Huy 231 1325  - Chaumont-Gistoux,,Non flood zone,,,,,,
4523,,,,,,,,,,,,,,,,,,,Not specified,,,,Kapelanielaan 9c 9140  - Temse,,,,,,,,
4524,,,,,,,,,,,,,,,,,,,Not specified,,,,Paalstraat 70 2900  - Schoten,,Non flood zone,,,,,,
4525,,,,,,,,,,,,,,,,,,,Not specified,,,,Boulevard de Waterloo 16 1000  - Bruxelles,,,,,,,,
4526,,,,,,,,,,,,,,,,,,,Not specified,,,,Prins Albertlaan12 3800  - Sint-Truiden,,,,,,,,
4527,,,,,,,,,,,,,,,,,,,Not specified,,,,Paalstraat 70 2900  - Schoten,,Non flood zone,,,,,,
4528,,,,,,,,,,,,,,,,,,,Not specified,,,,Zuidlaan 2 9200  - Dendermonde,,Non flood zone,,,,,,
4529,,,,,,,,,,,,,,,,,,,Not specified,,,,Kapelanielaan 9c 9140  - Temse,,,,,,,,
4530,,,,,,,,,,,,,,,,,,,Not specified,,,,"Avenue du Château, 200 7700  - Mouscron",,,,,,,,
4531,,,,,,,,,,,,,,,,,,,Not specified,,,,Avenue Louise 240 1050  - Bruxelles,,,Cimetière d'Ixelles,,,,,
4532,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue de Jeneffe 5 4460  - Horion Hozémont,,Non flood zone,,,,,,
4533,,,,,,,,,,,,,,,,,,,Not specified,,,,Parklaan 8 1930  - Zaventem,,Non flood zone,,,,,,
4534,,,,,,,,,,,,,,,,,,,Not specified,,,,Paalstraat 70 2900  - Schoten,,Non flood zone,,,,,,
4535,,,,,,,,,,,,,,,,,,,Not specified,,,,Wittenonnenstraat 67 8400  - Oostende,,Non flood zone,,,,,,
4536,,,,,,,,,,,,,,,,,,,Not specified,,,,Chaussée de Huy 231 1325  - Chaumont-Gistoux,,,,,,,,
4537,,,,,,,,,,,,,,,,,,,Not specified,,,,Bisschopslaan 16 2340  - Beerse,,,,,,,,
4538,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4539,,,,,,,,,,,,,,,,,,,Not specified,,,,"Weststraat, 7 9971  - Lembeke",,Non flood zone,centrum,,,,,
4540,,,,,,,,,,,,,,,,,,,Not specified,,,,Affligemsestraat 443 1770  - Liedekerke,,,,,,,,
4541,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue de la Montagne 44 4700  - Eupen,,,Ol'folle,,,,,
4542,,,,,,,,,,,,,,,,,,,Not specified,,,,Havermarkt 22 3500  - Hasselt,,Non flood zone,,,,,,
4543,,,,,,,,,,,,,,,,,,,Not specified,,,,Zeedijk 27 8660  - De Panne,,Non flood zone,,,,,,
4544,,,,,,,,,,,,,,,,,,,Not specified,,,,Onze Lieve Vrouwstraat 23 3740  - Bilzen,,Non flood zone,,,,,,
4545,,,,,,,,,,,,,,,,,,,Not specified,,,,Meyskensstraat 222 1780  - Wemmel,,,,,,,,
4546,,,,,,,,,,,,,,,,,,,Not specified,,,,Bisschopslaan 16 2340  - Beerse,,,,4.0,,,,
4547,,,,,,,,,,,,,,,,,,,Not specified,,,,Voie de l'Ardenne 179 4053  - Embourg,,,Grand Liège,,,,,
4548,,,,,,,,,,,,,,,,,,,Not specified,,,,Stationsstraat 171 9880  - Aalter,,Non flood zone,,,,,,
4549,,,,,,,,,,,,,,,,,,,Not specified,,,,"Rue Noël Sart-Culpart, 44 6060  - Gilly",,Non flood zone,,,,,,
4550,,,,,,,,,,,,,,,,,,,Not specified,,,,Godefriduskaai 12 Bus 601 2000  - Antwerpen,,Non flood zone,centrum,,,,,
4551,,,,,,,,,,,,,,,,,,,Not specified,,,,Roeselaarseweg 12 8820  - Torhout,,Non flood zone,,,,,,
4552,,,,,,,,,,,,,,,,,,,Not specified,,,,Pannestraat 174 8630  - Veurne,,,,,,,,
4553,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue du Bosquet 3 4890  - Thimister-Clermont,,Non flood zone,,,,,,
4554,,,,,,,,,,,,,,,,,,,Not specified,,,,Bisschopslaan 16 2340  - Beerse,,,,,,,,
4555,,,,,,,,,,,,,,,,,,,Not specified,,,,"Essensteenweg, 113 2930  - Brasschaat",,,Groen Kwartier,,,,,
4556,,,,,,,,,,,,,,,,,,,Not specified,,,,Pas 96/A 2440  - Geel,,Non flood zone,,,,,,
4557,,,,,,,,,,,,,,,,,,,Not specified,,,,Rijksweg 276 8710  - Wielsbeke,,,,,,,,
4558,,,,,,,,,,,,,,,,,,,Not specified,,,,Roeselaarseweg 12 8820  - Torhout,,Non flood zone,,,,,,
4559,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue Chaussée 39 4342  - Hognoul,,,,,,,,
4560,,,,,,,,,,,,,,,,,,,Not specified,,,,Pannestraat 174 8630  - Veurne,,,,,,,,
4561,,,,,,,,,,,,,,,,,,,Not specified,,,,Regentiestraat 16 9100  - Sint-Niklaas,,Non flood zone,,1.0,,,,
4562,,,,,,,,,,,,,,,,,,,Not specified,,,,Oude Weg 39 9991  - Maldegem,,,,,,,,
4563,,,,,,,,,,,,,,,,,,,A,,,,"Avenue Reine Astrid, 92 1310  - La Hulpe",38.0,Non flood zone,,38.0,,,,
4564,,,,,,,,,,,,,,,,,,,Not specified,,,,Vesten 47 9120  - Beveren,,Non flood zone,,,,,,
4565,,,,,,,,,,,,,,,,,,,Not specified,,,,Boulevard Lalaing 1 7500  - Tournai,,Non flood zone,,,,,,
4566,1930.0,To renovate,2.0,Urban,180  m² square meters,,USA installed,9  m² square meters,4.0,1.0,1.0,2.0,Yes,No,,,,,G,Gas,,"€ 369,000  369000 €",Avenue Louise 433 1050  - Bruxelles,1.0,,,,90  m²  square meters,90  m²  square meters,,
4567,1975.0,To renovate,4.0,"Living area (residential, urban or rural)",215  m² square meters,45  m² square meters,Semi equipped,13  m² square meters,4.0,2.0,,2.0,Yes,,,,,,E,Gas,Yes,"€ 365,000  365000 €",Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,1.0,,,5.0,,,Yes,
4568,1930.0,To renovate,2.0,Urban,180  m² square meters,,USA installed,9  m² square meters,4.0,1.0,1.0,2.0,Yes,No,,,,,G,Gas,,"€ 369,000  369000 €",Avenue Louise 433 1050  - Bruxelles,1.0,,,,90  m²  square meters,90  m²  square meters,,
4569,,,,,,,,,,,,,,,,,,,Not specified,,,,"Avenue du Château, 200 7700  - Mouscron",,,,,,,,
4570,1899.0,To renovate,4.0,,273  m² square meters,,Semi equipped,,4.0,1.0,,2.0,Yes,,,,,,F,Fuel oil,Yes,"€ 370,000  370000 €",Rue Charles Magnette 24/40 4000  - Liège,,,Sur le mont,,848  m²  square meters,,,
4571,1899.0,To renovate,4.0,,273  m² square meters,,Semi equipped,,4.0,1.0,,2.0,Yes,,,,,,F,Fuel oil,Yes,"€ 370,000  370000 €",Rue Charles Magnette 24/40 4000  - Liège,,,Sur le mont,,848  m²  square meters,,,
4572,1964.0,To renovate,4.0,Urban,135  m² square meters,29  m² square meters,Semi equipped,6  m² square meters,2.0,1.0,1.0,1.0,,,,,,,D,Gas,,"€ 370,000  370000 €",Astridlaan 1 1700  - Dilbeek,2.0,Non flood zone,,1.0,,,,
4573,1900.0,To be done up,2.0,,152  m² square meters,25  m² square meters,Installed,11  m² square meters,4.0,2.0,,2.0,Yes,,,,,,B,Gas,Yes,"€ 365,000  365000 €",Chaussée de Bruxelles 168 1410  - Waterloo,,,,2.0,182  m²  square meters,43  m²  square meters,,
4574,1850.0,To be done up,4.0,,140  m² square meters,,Semi equipped,16  m² square meters,3.0,1.0,,2.0,Yes,,Yes,,,,D,Fuel oil,Yes,"€ 369,000  369000 €",Alsembergsesteenweg 660 1653  - Dworp,1.0,Non flood zone,,3.0,,,,
4575,1959.0,To renovate,2.0,,156  m² square meters,17  m² square meters,,12  m² square meters,3.0,1.0,,3.0,,,Yes,,,,F,Fuel oil,Yes,"€ 375,000  375000 €",rue du Monastère 12 1000  - Bruxelles ville,1.0,Non flood zone,,,140  m²  square meters,,,
4576,1930.0,To be done up,2.0,Isolated,250  m² square meters,,USA hyper equipped,,4.0,2.0,2.0,3.0,,No,Yes,No,No,No,G,Gas,Yes,"€ 379,000  379000 €",Cicerolaan 33 1140  - Evere,,,,,,,,
4577,1953.0,Good,2.0,Urban,190  m² square meters,30  m² square meters,Installed,,4.0,3.0,,4.0,,,Yes,No,No,No,D,Gas,Yes,"€ 375,000  375000 €",Astridlaan 1 1700  - Dilbeek,1.0,,,,,,,
4578,1936.0,Just renovated,2.0,,289  m² square meters,,Installed,,6.0,2.0,,3.0,Yes,,,,,,B,Gas,Yes,"€ 379,000  379000 €",Zuidlaan 2 9200  - Dendermonde,1.0,Non flood zone,,,,,Yes,
4579,1974.0,Good,4.0,,215  m² square meters,,Installed,26  m² square meters,3.0,1.0,,2.0,Yes,,Yes,,,,E,Fuel oil,Yes,"Make an offer starting from  € 395,000  Make an offer starting from  395000 €",Porte d'Ogy 78 7860  - Lessines,1.0,,,,,,,
4580,1950.0,Good,2.0,Countryside,145  m² square meters,23  m² square meters,Semi equipped,13  m² square meters,3.0,1.0,,1.0,Yes,No,,No,No,No,B,Gas,Yes,"€ 389,000  389000 €",Rue Prince Baudouin 67/15 1083  - Ganshoren,1.0,Non flood zone,Toutes les communes,,130  m²  square meters,8  m²  square meters,,
4581,1992.0,To be done up,3.0,,194  m² square meters,,Installed,,3.0,2.0,,2.0,,,,,,,D,Electric,Yes,"€ 390,000  390000 €",Mechelsesteenweg 382 3020  - Herent,2.0,Non flood zone,,2.0,60  m²  square meters,15  m²  square meters,,
4582,2006.0,Good,4.0,,197  m² square meters,32  m² square meters,Installed,,4.0,1.0,,2.0,,,,,,,C,Fuel oil,Yes,"Make an offer starting from  € 379,000  Make an offer starting from  379000 €",Avenue des Ardennes 1/02 4500  - Huy,,,,5.0,1381  m²  square meters,30  m²  square meters,,
4583,1956.0,To be done up,2.0,,186  m² square meters,,Semi equipped,,3.0,1.0,,1.0,,,Yes,,,,F,Gas,Yes,"€ 388,000  388000 €",Damstraat 131 bus1 9800  - St-Martens-Leerne,2.0,,,,,,Yes,
4584,1971.0,Good,2.0,Urban,145  m² square meters,33  m² square meters,Hyper equipped,7  m² square meters,3.0,1.0,1.0,3.0,,,,No,Yes,No,G,Gas,Yes,"€ 399,000  399000 €",Av.de la Brise 46 1020  - Bruxelles,,,Bruxelles (19 communes),,64  m²  square meters,4  m²  square meters,,
